iter	RMSE
166	0.0715568336
167	0.07116555679
168	0.07079083547
169	0.07042699329
170	0.07007081692
171	0.06973241644
172	0.06939645221
173	0.06907436485
174	0.06875842522
175	0.06844751452
176	0.06815858696
177	0.06787191728
178	0.06759528936
179	0.06732811598
180	0.06707179226
181	0.06682496987
182	0.06658238162
183	0.0663461715
184	0.06611784495
185	0.06589893252
186	0.06568279079
187	0.06547775919
188	0.06528168588
189	0.06508504994
190	0.06489242881
191	0.06470844575
192	0.06453057201
193	0.06436386604
194	0.06420402979
195	0.06404264753
196	0.06389442596
197	0.06374371504
198	0.06359197217
199	0.06345306405
200	0.06332132406
201	0.06318771591
202	0.06306216649
203	0.06294180004
204	0.0628218306
205	0.06270798412
206	0.06259330125
207	0.06248459121
208	0.06238059069
209	0.0622808652
210	0.06217941303
211	0.06208335806
212	0.06198890051
213	0.06189610032
214	0.06180549194
215	0.06172164638
216	0.06163701323
217	0.06155863847
218	0.06148515277
219	0.06140494491
220	0.06133132935
221	0.06126199155
222	0.06119648476
223	0.06112743417
224	0.06106652549
225	0.06100537459
226	0.0609415021
227	0.0608821768
228	0.0608225371
229	0.06077254927
230	0.06071881052
231	0.06066645169
232	0.06061341744
233	0.06056097394
234	0.06051361397
235	0.06046828841
236	0.06042137567
237	0.06037536414
238	0.06033383756
239	0.06029189532
240	0.06024992744
241	0.06020845593
242	0.0601703101
243	0.06012889236
244	0.06008785492
245	0.06005187636
246	0.06001690601
247	0.05998264388
248	0.05995129624
249	0.0599176267
250	0.05988512849
251	0.05985258768
252	0.05982164823
253	0.05978983186
254	0.05976020447
255	0.05973389708
256	0.05970439816
257	0.05967644333
258	0.05965117914
259	0.05962558291
260	0.05960066187
261	0.05957513449
262	0.05955041607
263	0.0595275575
264	0.05950313311
265	0.05948093076
266	0.05945876136
267	0.05943500762
268	0.05941440759
269	0.05939263396
270	0.05937025358
271	0.0593507381
272	0.0593306898
273	0.05931491284
274	0.0592972817
275	0.05927634021
276	0.05925916652
277	0.05923961914
278	0.05921937217
279	0.05920176129
280	0.05918407988
281	0.05916458744
282	0.05914611594
283	0.05913073736
284	0.05911643518
285	0.0590985505
286	0.05908358434
287	0.05907182597
288	0.05905425988
289	0.05904068899
290	0.05902666552
291	0.05901523771
292	0.05900141567
293	0.05898637998
294	0.05897173607
295	0.05895813071
296	0.05894604551
297	0.05893371355
298	0.05892056649
299	0.05890946999
300	0.0588967435
301	0.05888316016
302	0.05886952304
303	0.05885709932
304	0.05884322336
305	0.05882880771
306	0.05881219479
307	0.05880106437
308	0.05878870338
309	0.058775551
310	0.05876309447
311	0.05875406872
312	0.05874379248
313	0.0587329239
314	0.05872433214
315	0.05871436098
316	0.05870390803
317	0.05869274976
318	0.05868322427
319	0.05867298535
320	0.05866172496
321	0.05865060301
322	0.0586417032
323	0.05862936313
324	0.0586182628
325	0.05860654235
326	0.05859363554
327	0.05858539812
328	0.05857497009
329	0.05856403074
330	0.05855419631
331	0.05854542669
332	0.05853723201
333	0.05852661812
334	0.05851397501
335	0.05850511132
336	0.05849558923
337	0.05848576391
338	0.05847477497
339	0.05846679896
340	0.05845938064
341	0.05844874327
342	0.05843976492
343	0.05842995772
344	0.05842011947
345	0.05841193606
346	0.05839986928
347	0.0583910424
348	0.05838268602
349	0.05837513409
350	0.05836692017
351	0.0583582997
352	0.058347151
353	0.05833578831
354	0.05832820422
355	0.05831177433
356	0.05829704004
357	0.05828905455
358	0.05828084905
359	0.05827022468
360	0.05826117348
361	0.05825542867
362	0.0582460591
363	0.05823467817
364	0.05822660847
365	0.05821854449
366	0.05821249956
367	0.05820611517
368	0.05819694323
369	0.05819120503
370	0.05818447798
371	0.05817749575
372	0.058170129
373	0.05816353455
374	0.05815718486
375	0.05815009275
376	0.05814195655
377	0.05813641053
378	0.05813010959
379	0.05812416244
380	0.05811250466
381	0.05810629598
382	0.05809798718
383	0.0580891338
384	0.05807313363
385	0.05806515979
386	0.05805940885
387	0.05805018771
388	0.05803962956
389	0.05803135026
390	0.05801775512
391	0.05800977751
392	0.05800017092
393	0.05799203203
394	0.05798426481
395	0.05797864832
396	0.05797130233
397	0.05796603684
398	0.05795411046
399	0.05794508015
400	0.05792862765
401	0.0579225262
402	0.0579166977
403	0.05790757356
404	0.05790152516
405	0.0578915062
406	0.05788444686
407	0.05787722432
408	0.05787046328
409	0.05786477776
410	0.05785832064
411	0.05785200856
412	0.05784697701
413	0.05784099956
414	0.05783402386
415	0.05782651562
416	0.05781783839
417	0.05780998335
418	0.05780427965
419	0.0577959603
420	0.0577899981
421	0.05778060828
422	0.05776897924
423	0.0577618745
424	0.0577531306
425	0.05774596327
426	0.05773574158
427	0.05772714823
428	0.05772123087
429	0.05771551623
430	0.05771043583
431	0.0577040808
432	0.05769548807
433	0.0576873006
434	0.05768156075
435	0.05767661375
436	0.05766939231
437	0.05766425406
438	0.05765457742
439	0.05764822764
440	0.05764293308
441	0.05763762702
442	0.05763118326
443	0.05762663013
444	0.05761935066
445	0.05761486568
446	0.05761035031
447	0.05760443921
448	0.05759489918
449	0.05758978554
450	0.0575834413
451	0.05757629433
452	0.0575708485
453	0.05756390251
454	0.05756150601
455	0.05755676434
456	0.05755116238
457	0.05754311643
458	0.05753836401
459	0.05753092512
460	0.05752525567
461	0.05751959617
462	0.05751160477
463	0.05750720094
464	0.05750298957
465	0.05749499699
466	0.05748810388
467	0.05748381674
468	0.05747631077
469	0.05747176352
470	0.05746347353
471	0.05745804852
472	0.05744992109
473	0.05744497789
474	0.05743935229
475	0.05743175356
476	0.05742649351
477	0.05742134467
478	0.05741650486
479	0.05740813876
480	0.05740408108
481	0.0573968191
482	0.05739263619
483	0.05738837233
484	0.05738209028
485	0.05737598391
486	0.05737143947
487	0.0573677796
488	0.057359716
489	0.05735271587
490	0.05734634951
491	0.05734118841
492	0.0573345783
493	0.05732972298
494	0.05732536365
495	0.05731526474
496	0.05731058857
497	0.05730657847
498	0.05730214498
499	0.05729586594
500	0.05729185555
501	0.05728336266
502	0.0572797657
503	0.05727661147
504	0.05726906549
505	0.05726212248
506	0.05725811578
507	0.05724762044
508	0.05724164942
509	0.05723303747
510	0.05722915465
511	0.05722436277
512	0.05721557393
513	0.05721188291
514	0.05720761266
515	0.05719673115
516	0.05719107292
517	0.05718479947
518	0.05718017339
519	0.05717552352
520	0.05717157438
521	0.05716646341
522	0.057159782
523	0.05715579263
524	0.05714409264
525	0.05713971453
526	0.05713353671
527	0.05712556885
528	0.05711204665
529	0.05710780556
530	0.0570983894
531	0.05709462062
532	0.05708829717
533	0.05707893066
534	0.05707409741
535	0.05706909498
536	0.05706289831
537	0.05705675029
538	0.05705285382
539	0.05705020157
540	0.05704358157
541	0.05703638104
542	0.05702428658
543	0.05702038213
544	0.05701676122
545	0.05701292301
546	0.05700978436
547	0.05700531012
548	0.05699912781
549	0.05699313634
550	0.05698705777
551	0.05698183914
552	0.05697160914
553	0.05696817134
554	0.05696171243
555	0.05695673749
556	0.05694922114
557	0.05694452311
558	0.05694017927
559	0.05693633556
560	0.05693250593
561	0.05692720928
562	0.05692363996
563	0.05691967262
564	0.05691214653
565	0.05690383205
566	0.05689897137
567	0.05689438897
568	0.0568901427
569	0.05688412735
570	0.05687884299
571	0.05687516323
572	0.05686724009
573	0.0568617368
574	0.05685751462
575	0.05685127342
576	0.05684561777
577	0.05684075601
578	0.05683040231
579	0.05682782835
580	0.0568231606
581	0.05681959975
582	0.05681110016
583	0.05680593212
584	0.05679743239
585	0.05679300634
586	0.0567896043
587	0.05678063615
588	0.05677428397
589	0.05677109134
590	0.05676777124
591	0.05676300813
592	0.0567595408
593	0.05675636836
594	0.05675307391
595	0.05674803251
596	0.05674327698
597	0.05673789481
598	0.05673119851
599	0.05672516679
600	0.05672080076
601	0.05671645173
602	0.05670584095
603	0.05669951464
604	0.05669409243
605	0.05669138171
606	0.05668549343
607	0.05667968824
608	0.05667746899
609	0.0566698399
610	0.0566627647
611	0.05665893042
612	0.05665534476
613	0.05664899305
614	0.05664536249
615	0.05663811479
616	0.05663356548
617	0.05663104005
618	0.05662490426
619	0.05661934461
620	0.0566137586
621	0.05660569273
622	0.05659877114
623	0.0565945626
624	0.05659182246
625	0.05658397625
626	0.05657674485
627	0.05657080293
628	0.05656618904
629	0.05656168163
630	0.05655447249
631	0.05654889913
632	0.05654056666
633	0.05653119877
634	0.05652782515
635	0.0565248831
636	0.05652023915
637	0.05651587501
638	0.05650304096
639	0.05649520006
640	0.05648973961
641	0.05648654654
642	0.05647497922
643	0.05647190169
644	0.05646785548
645	0.05646515624
646	0.0564602986
647	0.05645732875
648	0.0564488047
649	0.05644462557
650	0.05643842164
651	0.05643488635
652	0.05643019094
653	0.05642590249
654	0.05641962404
655	0.05641249587
656	0.05640966576
657	0.05640584528
658	0.05639936326
659	0.05639521414
660	0.05639157549
661	0.0563883758
662	0.05638250288
663	0.05637496454
664	0.0563710154
665	0.05636699698
666	0.05636106627
667	0.05635749114
668	0.05635413036
669	0.05635101774
670	0.0563438354
671	0.05633836443
672	0.05633421727
673	0.05632611489
674	0.05632358182
675	0.05631692811
676	0.05631031953
677	0.05630760594
678	0.05630461223
679	0.05629920732
680	0.05629530694
681	0.05629035096
682	0.05628540382
683	0.05628151512
684	0.05627255806
685	0.05626655573
686	0.05626173501
687	0.05625582124
688	0.05625164984
689	0.05624749829
690	0.05624127942
691	0.05623810595
692	0.05623527363
693	0.0562315574
694	0.05622661216
695	0.0562217139
696	0.05621961818
697	0.05621729061
698	0.05621271096
699	0.05621077516
700	0.05620463723
701	0.05619446071
702	0.0561904803
703	0.05618396977
704	0.05617916991
705	0.05617302284
706	0.05616443897
707	0.05615816407
708	0.05615648139
709	0.05615278577
710	0.05614700318
711	0.05614216801
712	0.0561376077
713	0.05613627857
714	0.05613364358
715	0.05612864526
716	0.05612401032
717	0.0561202221
718	0.05611809224
719	0.05611157129
720	0.05610816967
721	0.05609970849
722	0.05609458512
723	0.05608973241
724	0.05608373371
725	0.05608064222
726	0.05607800332
727	0.05607254656
728	0.05606637647
729	0.05606280453
730	0.05605646677
731	0.05605319817
732	0.05605108781
733	0.05604827444
734	0.05604367115
735	0.05603702331
736	0.05603328618
737	0.05602846132
738	0.05602284956
739	0.05601797891
740	0.05601433506
741	0.05600968715
742	0.0560033303
743	0.0559991927
744	0.05599379796
745	0.05599058064
746	0.05598584703
747	0.05597890933
748	0.05597521
749	0.05597319432
750	0.05596742678
751	0.05596289685
752	0.05595943829
753	0.05595102553
754	0.05594415057
755	0.05593942169
756	0.05593619462
757	0.05593386696
758	0.05593123179
759	0.05592565751
760	0.0559206657
761	0.05591542319
762	0.05591327633
763	0.05591002133
764	0.05590449966
765	0.05589882465
766	0.05589291711
767	0.05588795677
768	0.05588441243
769	0.05587700761
770	0.05587354621
771	0.05586665407
772	0.0558637906
773	0.05585756461
774	0.05584914177
775	0.05584709877
776	0.05584473463
777	0.05583936352
778	0.05583237704
779	0.05582712976
780	0.05582320573
781	0.05581769237
782	0.05581123213
783	0.0558082766
784	0.05580503234
785	0.05579722796
786	0.05578975222
787	0.05578330217
788	0.05577572045
789	0.05577168061
790	0.05576640386
791	0.05576371712
792	0.0557585575
793	0.0557540828
794	0.05574953934
795	0.05574529178
796	0.0557409593
797	0.05573273096
798	0.05573087636
799	0.05572849331
800	0.05572622603
801	0.05571965793
802	0.0557147789
803	0.05570891347
804	0.05570214647
805	0.05569499691
806	0.05569274949
807	0.0556828368
808	0.05567826254
809	0.05567380861
810	0.05566889975
811	0.05566622371
812	0.05566009445
813	0.05565302176
814	0.05564941133
815	0.055641818
816	0.05563915401
817	0.05562773525
818	0.05562170164
819	0.05561203612
820	0.0556072264
821	0.05560052624
822	0.0555951649
823	0.05558904798
824	0.05558648206
825	0.05558211818
826	0.05557726519
827	0.05557285803
828	0.05556908305
829	0.05556621824
830	0.05556401814
831	0.05555927835
832	0.05555299722
833	0.05555041885
834	0.05554737112
835	0.05554242239
836	0.05553734361
837	0.05553268696
838	0.0555294466
839	0.05552179129
840	0.0555151707
841	0.05551138072
842	0.05550411374
843	0.05549771414
844	0.05549638916
845	0.05549088291
846	0.05548633442
847	0.05547681165
848	0.05546603714
849	0.05546348378
850	0.05546185977
851	0.0554585146
852	0.05545463747
853	0.05545249586
854	0.05544737079
855	0.05544139673
856	0.05543892293
857	0.05543544338
858	0.0554312351
859	0.05542876836
860	0.05542312476
861	0.05541919577
862	0.05541611296
863	0.05541281094
864	0.05540812667
865	0.05540440307
866	0.0553988812
867	0.05539314581
868	0.05538504771
869	0.05537746729
870	0.05537338247
871	0.05536563477
872	0.05536081661
873	0.05535366489
874	0.05535083946
875	0.05534403844
876	0.05533879759
877	0.05533499464
878	0.05532846077
879	0.05532462416
880	0.05532121215
881	0.05531871185
882	0.0553145919
883	0.05530925602
884	0.05530350043
885	0.05530102266
886	0.05529584355
887	0.0552919149
888	0.05528954502
889	0.05528561501
890	0.05528178057
891	0.05527759238
892	0.05527268399
893	0.0552674092
894	0.0552631899
895	0.05525822072
896	0.05525375876
897	0.05524869608
898	0.05524445011
899	0.05523982443
900	0.05523495883
901	0.05523245192
902	0.0552289831
903	0.05521980479
904	0.05521125678
905	0.05520648759
906	0.05520325998
907	0.05520038429
908	0.05519551596
909	0.0551931443
910	0.05518864539
911	0.05518459572
912	0.05518101821
913	0.05517911919
914	0.05517289116
915	0.05517105108
916	0.05516583161
917	0.05516236266
918	0.05516060646
919	0.05515435178
920	0.05514908416
921	0.05514474529
922	0.05513769909
923	0.05513623926
924	0.05513104924
925	0.05512637793
926	0.05511944953
927	0.05511462866
928	0.05510722551
929	0.05509921029
930	0.05509704248
931	0.05508778592
932	0.05508398695
933	0.0550785491
934	0.05507414023
935	0.05506925572
936	0.05506339709
937	0.05505851407
938	0.05505472624
939	0.05505036978
940	0.0550457365
941	0.05504280181
942	0.05503980669
943	0.05503565656
944	0.05503150431
945	0.05502949331
946	0.05502538679
947	0.05502311216
948	0.05501631838
949	0.05501131063
950	0.05500813208
951	0.05500311837
952	0.05499781375
953	0.05499424022
954	0.05499229782
955	0.05498954656
956	0.05498510609
957	0.05497808165
958	0.05497608886
959	0.05497386209
960	0.05496526337
961	0.05496028659
962	0.05495356765
963	0.05494866524
964	0.05494405201
965	0.05493824401
966	0.05493332065
967	0.05492689253
968	0.05492103341
969	0.05491948554
970	0.05491795356
971	0.05491413594
972	0.05490829429
973	0.05490571683
974	0.0548987627
975	0.05489298624
976	0.05488876071
977	0.05488148818
978	0.05487863744
979	0.05487489027
980	0.05487106993
981	0.05486505939
982	0.0548620237
983	0.05485670678
984	0.05485333009
985	0.05484802178
986	0.05484402268
987	0.05483840398
988	0.0548330955
989	0.05483117831
990	0.05482790137
991	0.05482341161
992	0.05482058388
993	0.05481685434
994	0.0548094254
995	0.05480561226
996	0.05480144601
997	0.05479644742
998	0.05479180435
999	0.05478503749
1000	0.05478191394
1001	0.0547775777
1002	0.05477342655
1003	0.05477187161
1004	0.05476590863
1005	0.05476013225
1006	0.05475675592
1007	0.05475446614
1008	0.05475237486
1009	0.05474632878
1010	0.05474406802
1011	0.05474140674
1012	0.0547396048
1013	0.05473725084
1014	0.0547351506
1015	0.05473297796
1016	0.0547306101
1017	0.05472251817
1018	0.05471459248
1019	0.05471195951
1020	0.0547043407
1021	0.05470014693
1022	0.05469648708
1023	0.0546891222
1024	0.05468657288
1025	0.05468446243
1026	0.05468025881
1027	0.05467763679
1028	0.05467180365
1029	0.05466957832
1030	0.05466374886
1031	0.05465786383
1032	0.05465510165
1033	0.05464919133
1034	0.05464501249
1035	0.05464072204
1036	0.05463722778
1037	0.05463431379
1038	0.05462978008
1039	0.05462428598
1040	0.05462212015
1041	0.05461539796
1042	0.05461295062
1043	0.05460717063
1044	0.0546039374
1045	0.054597538
1046	0.05459506274
1047	0.05459276172
1048	0.05458816156
1049	0.05458417429
1050	0.05458136005
1051	0.05457897985
1052	0.05457623788
1053	0.05457064888
1054	0.05456644344
1055	0.05456195582
1056	0.0545587569
1057	0.05455676847
1058	0.05455115225
1059	0.05454491933
1060	0.05454110719
1061	0.05453549042
1062	0.05453099312
1063	0.05452681555
1064	0.05452308139
1065	0.05452040179
1066	0.05451836278
1067	0.05450996854
1068	0.05450691965
1069	0.05450155881
1070	0.05449704234
1071	0.0544933521
1072	0.05449103116
1073	0.05448413785
1074	0.05447947635
1075	0.05447788487
1076	0.05447599722
1077	0.05446968271
1078	0.05446476924
1079	0.05446271376
1080	0.05445675918
1081	0.05445146562
1082	0.05444853531
1083	0.05444707301
1084	0.05443881829
1085	0.05443640005
1086	0.0544300539
